CustomerID,Name,Age,City,Total_Sales,Email,JoinDate
CUST1125,Meera,53.0,Mumbai,48763.08,meera125@hotmail.com,2021-07-20
CUST1126,Simran,58.0,Pune,43511.1,simran126@hotmail.com,2023-03-05
CUST1127,Amit,57.0,Pune,37096.15,amit127@outlook.com,2022-01-15
CUST1128,Anjali,21.0,Delhi,2638.25,anjali128@outlook.com,2021-07-20
CUST1129,Anjali,25.0,Chennai,16671.43,anjali129@gmail.com,2021-07-20
CUST1130,Meera,57.0,Delhi,8018.05,meera130@gmail.com,2023-03-05
CUST1131,Raj,35.0,Pune,20067.85,raj131@hotmail.com,2022-01-15
CUST1132,Neha,36.0,Bangalore,23019.8,neha132@outlook.com,2023-03-05
CUST1133,Karan,40.0,Chennai,20449.44,karan133@outlook.com,2022-01-15
CUST1134,Neha,26.0,Mumbai,23411.01,neha134@outlook.com,2022-01-15
CUST1135,Raj,23.0,Kolkata,9613.14,raj135@gmail.com,2021-07-20
CUST1136,Karan,40.0,Mumbai,30310.03,karan136@outlook.com,
CUST1137,Karan,43.0,Delhi,9053.91,karan137@outlook.com,
CUST1138,Simran,42.0,Mumbai,3031.02,simran138@hotmail.com,
CUST1139,Anjali,40.0,Pune,30781.5,anjali139@yahoo.com,
CUST1140,Vikas,32.0,Chennai,46917.85,vikas140@hotmail.com,2021-07-20
CUST1141,Ravi,42.0,Mumbai,13081.85,ravi141@hotmail.com,2023-03-05
CUST1142,Karan,23.0,Pune,36763.07,karan142@hotmail.com,
CUST1143,Neha,50.0,Chennai,46607.92,neha143@outlook.com,
CUST1144,Priya,54.0,Kolkata,34707.27,priya144@gmail.com,
CUST1145,Anjali,38.0,Pune,5378.93,anjali145@gmail.com,2023-03-05
CUST1146,Vikas,46.0,Bangalore,32684.28,vikas146@outlook.com,2022-01-15
CUST1147,Ravi,29.0,Mumbai,42727.76,ravi147@outlook.com,2022-01-15
CUST1148,Neha,50.0,Delhi,4877.98,neha148@yahoo.com,2022-01-15
CUST1149,Priya,59.0,Kolkata,47865.83,priya149@gmail.com,2021-07-20
CUST1150,Priya,33.0,Mumbai,30077.22,priya150@outlook.com,
CUST1151,Simran,51.0,Pune,32332.49,simran151@outlook.com,
CUST1152,Anjali,57.0,Bangalore,13710.44,anjali152@yahoo.com,2023-03-05
CUST1153,Simran,23.0,Chennai,44216.0,simran153@gmail.com,
CUST1154,Simran,59.0,Delhi,13608.17,simran154@yahoo.com,2023-03-05
CUST1155,Karan,35.0,Delhi,45110.53,karan155@hotmail.com,2023-03-05
CUST1156,Meera,22.0,Mumbai,43017.58,meera156@gmail.com,2023-03-05
CUST1157,Amit,47.0,Mumbai,7857.88,amit157@gmail.com,2022-01-15
CUST1158,Karan,25.0,Bangalore,1569.38,karan158@yahoo.com,2022-01-15
CUST1159,Ravi,37.0,Chennai,30954.9,ravi159@yahoo.com,2022-01-15
CUST1160,Amit,51.0,Chennai,30414.55,amit160@gmail.com,2023-03-05
CUST1161,Priya,58.0,Mumbai,24457.0,priya161@gmail.com,
CUST1162,Ravi,59.0,Pune,13978.11,ravi162@hotmail.com,
CUST1163,Raj,40.0,Delhi,46283.08,raj163@gmail.com,2022-01-15
CUST1164,Karan,46.0,Pune,18370.33,karan164@gmail.com,2022-01-15
CUST1165,Simran,21.0,Mumbai,20274.36,simran165@gmail.com,2023-03-05
CUST1166,Karan,21.0,Chennai,14357.43,karan166@gmail.com,2021-07-20
CUST1167,Amit,50.0,Mumbai,2442.67,amit167@gmail.com,2022-01-15
CUST1168,Priya,20.0,Bangalore,43673.7,priya168@outlook.com,
CUST1169,Vikas,41.0,Chennai,43815.84,vikas169@outlook.com,2023-03-05
CUST1170,Anjali,32.0,Delhi,19920.45,anjali170@outlook.com,2023-03-05
CUST1171,Ravi,18.0,Bangalore,6065.34,ravi171@yahoo.com,
CUST1172,Anjali,58.0,Kolkata,5303.4,anjali172@gmail.com,2023-03-05
CUST1173,Neha,47.0,Chennai,49190.48,neha173@gmail.com,
CUST1174,Amit,35.0,Mumbai,19273.64,amit174@gmail.com,2021-07-20
CUST1175,Amit,54.0,Bangalore,28570.46,amit175@outlook.com,2022-01-15
CUST1176,Simran,31.0,Delhi,33517.82,simran176@hotmail.com,2023-03-05
CUST1177,Ravi,52.0,Mumbai,19281.69,ravi177@yahoo.com,2023-03-05
CUST1178,Amit,50.0,Pune,1139.97,amit178@yahoo.com,
CUST1179,Anjali,34.0,Mumbai,39069.36,anjali179@yahoo.com,
CUST1180,Simran,46.0,Pune,1975.86,simran180@yahoo.com,2023-03-05
CUST1181,Anjali,20.0,Bangalore,24188.71,anjali181@outlook.com,2022-01-15
CUST1182,Karan,56.0,Chennai,16620.99,karan182@hotmail.com,
CUST1183,Anjali,50.0,Kolkata,22504.45,anjali183@yahoo.com,2021-07-20
CUST1184,Neha,31.0,Delhi,15070.07,neha184@yahoo.com,2023-03-05
CUST1185,Vikas,33.0,Bangalore,1089.18,vikas185@hotmail.com,
CUST1186,Karan,31.0,Pune,17060.12,karan186@hotmail.com,
CUST1187,Karan,54.0,Mumbai,45283.25,karan187@gmail.com,2022-01-15
CUST1188,Amit,28.0,Mumbai,8885.54,amit188@outlook.com,2022-01-15
CUST1189,Neha,34.0,Mumbai,22037.69,neha189@yahoo.com,2022-01-15
CUST1190,Anjali,32.0,Kolkata,18686.57,anjali190@outlook.com,
CUST1191,Priya,19.0,Mumbai,38622.63,priya191@hotmail.com,
CUST1192,Neha,38.0,Delhi,44287.65,neha192@yahoo.com,2021-07-20
CUST1193,Karan,55.0,Kolkata,10727.43,karan193@hotmail.com,2021-07-20
CUST1194,Anjali,39.0,Kolkata,29845.98,anjali194@hotmail.com,2021-07-20
CUST1195,Vikas,19.0,Delhi,31818.14,vikas195@outlook.com,2023-03-05
CUST1196,Priya,30.0,Kolkata,8197.13,priya196@yahoo.com,
CUST1197,Vikas,28.0,Kolkata,6532.24,vikas197@yahoo.com,
CUST1198,Meera,28.0,Kolkata,8072.78,meera198@hotmail.com,2023-03-05
CUST1199,Vikas,43.0,Mumbai,33624.79,vikas199@outlook.com,2022-01-15
CUST1053,Simran,22.0,Delhi,4834.34,simran53@hotmail.com,
CUST1073,Meera,33.0,Bangalore,8109.69,meera73@yahoo.com,2022-01-15
CUST1118,Karan,20.0,Chennai,2252.01,karan118@gmail.com,2022-01-15
CUST1074,Priya,32.0,Delhi,3808.57,priya74@yahoo.com,
CUST1115,Karan,59.0,Bangalore,33574.23,karan115@outlook.com,2022-01-15
